text	page_id	page_title	page_revisions	chars
The theatres were built on a very large scale to accommodate the large number of people on stage, as well as the large number of people in the audience, up to fourteen thousand. Actors' voices needed to be heard throughout the theatre, including the very top row of seats. The Greeks' understanding of acoustics compares very favourably with the current state of the art.	4515	Theatre_of_ancient_Greece	60	371
"In 465 BC, the playwrights began using a backdrop or scenic wall, which hung or stood behind the orchestra, which also served as an area where actors could change their costumes. It was known as the skênê (scene). In 425 BC a stone scene wall, called a paraskenia, became a common supplement to skênê in the theatres. The proskenion (""in front of the scene"") was columned, and was similar to the modern day proscenium."	4515	Theatre_of_ancient_Greece	60	418
Greek theatres also had entrances for the actors and chorus members called parodoi. They were tall arches that opened onto the orchestra, through which the performers entered. By the end of the 5th century BC, around the time of the Peloponnesian War, the skênê, the back wall, was two stories high. Some theatres also had a raised speaking place on the orchestra called the logeion.	4515	Theatre_of_ancient_Greece	60	383
Although in the early days the chorus was much larger, the numbers settled down to 12 or 15 in tragedies and 24 in comedies. They usually play a group character, such as 'the old men of Argos'. The chorus offers background information, summaries and comments. In many of these plays, the chorus expresses to the audience what the main characters cannot say, such as their hidden fears or secrets. (*)	4515	Theatre_of_ancient_Greece	60	400
Before the introduction of several actors by Aeschylus, the Greek chorus was the main performer opposite a solitary actor. (*) The importance of the chorus declined after the 5th century BC, when the chorus began to be separated from the dramatic action. Later dramatists depended less on the chorus.	4515	Theatre_of_ancient_Greece	60	300
Most of the evidence comes from a few vase paintings of the 5th century BC which depict actors preparing for a Satyr play. (*) No physical evidence survived: the masks were made of organic materials. They were not considered permanent objects, and were dedicated to the altar of Dionysus after performances. There are, however, examples of statues of actors carrying a mask in hand. (*)	4515	Theatre_of_ancient_Greece	60	386
In a large open-air theatre, like the Theatre of Dionysus in Athens, the masks brought the characters' face closer to the audience, as they had exaggerated features and expressions. (*) An actor could appear and reappear in different roles, since the audience did not identify the actor with one character. Their variations help the audience to distinguish sex, age, and social status. Also, they could show a change in a character's appearance, for example, Oedipus after blinding himself.p70 Unique masks were also created for specific characters and events in a play, such as The Furies in Aeschylus’ Eumenides and Pentheus and Cadmus in Euripides’ The Bacchae. Worn by the chorus, the masks created a sense of unity and uniformity, a sort of multi-voiced persona or single organism.	4515	Theatre_of_ancient_Greece	60	786
"""The Star-Spangled Banner"" is the national anthem of the United States of America. The words were written in 1814 by Francis Scott Key after the bombardment of Fort McHenry by the British. The words were paired with a well known tune by John Stafford Smith first published in 1778. ""The Star-Spangled Banner"" became the official national anthem of the United States on March 3, 1931 by a congressional resolution which was signed by President Herbert Hoover. The anthem is sung or played at State functions, and has become a ritual at American sports events."	3010	The_Star-Spangled_Banner	60	558
"The words to ""The Star-Spangled Banner"" were written in 1814 by Francis Scott Key after he watched the bombardment of Fort McHenry by British ships in Chesapeake Bay during the War of 1812. His poem was titled ""In Defense of Fort M'Henry"". The poem has four stanzas, but in modern America only the first stanza is usually sung."	3010	The_Star-Spangled_Banner	60	327
"The poem was partnered with a tune composed by John Stafford Smith for a men's social club in London. This tune was called ""To Anacreon in Heaven"". It was already known and popular in the United States. This tune is difficult to sing because it ranges over an octave and a half."	3010	The_Star-Spangled_Banner	60	278
The typical dish of Prague is the Gulasch,hlavní chod,polévka,-Beef steak tartare -Kulajda -Wiener sausages -Svickova -Roast duck -Schnitzel with potato salad -Fried cheese-Fruit dumplings -Kolache -Buchty -Vetrnik -Chlebicek -Kremrole -Beer and Czech beer snacks[Not clear]	8630	Prague	61	274
The Colonization of Sri Lanka began with the Portuguese in 1505. It ended in 1948 after the British gave Independence to Sri Lanka. During this period of 443 years, Sri Lanka has been under the rule of Portuguese (1505-1658), Dutch (1658-1796), British (1796-1948) and Trincomalee Harbour was under the French for few months in 1796. Only the coastal areas of Sri Lanka were colonized until the British conquered the whole island in 1815. Until then the inner areas were under the reign of the Sinhala king. Sri Lanka declared Independence on 4th of February in 1948, and became a Republic on 22nd May in 1972.	3567	Colonization_of_Sri_Lanka	61	610
The Portuguese found a port in the area of Colombo and expanded their rough settlements throughout the country in 1517. The result was that the Sinhalese moved their capital to Kandy to prevent further attacks, but inland warfare continued throughout the 16th century under Portuguese control.	3567	Colonization_of_Sri_Lanka	61	293
